NM_001035539.1,0,1,174.9229866,8323.15244,83.2215244,0
NM_001035583.1,0,1,0.00589004,0.000123809,0,80.7597247
NM_001035589.3,0,1,0.095375254,0.093445647,20.51413754,219.6271714
NM_001035693.2,0,1,166.198579,4146.955242,80.61621834,0.009442269
NM_001035701.2,0,1,345.1497225,16468.44061,164.6744061,0
NM_001035747.2,0,1,190.9253179,9088.858245,90.87858245,0
NM_001035776.1,0,1,53.98444728,70.93879743,103.8521594,1.454109389
NM_001035907.1,0,1,268.7015174,12810.42145,128.0942145,0
NM_001035955.1,0,1,8.97726437,9.07401374,350.5089809,38.61887923
NM_001035979.1,0,1,0.002014015,4.22E-05,0,237.1048108
NM_001036047.3,0,1,0.003033823,6.36E-05,0,157.2421017
NM_001036058.3,0,1,0.002872191,6.02E-05,0,166.1178343
NM_001036060.3,0,1,0.005568378,0.00011701,0,85.45253228
NM_001036110.1,0,1,463.8281463,22147.16056,221.4616056,0
NM_001036143.1,0,1,0.004107752,8.62E-05,0,116.007714
NM_001036148.1,0,1,400.7705504,19129.87724,191.2887724,0
NM_001036196.2,0,1,169.8544751,8080.625982,80.79625982,0
NM_001036330.2,0,1,153.7193443,7308.565772,73.07565772,0
NM_001036367.2,0,1,0.005045659,0.003503004,1.048476828,302.1526003
NM_001036371.2,0,1,0.002769078,5.80E-05,0,172.3214049
NM_001036394.4,0,1,233.9061886,4011.55756,115.8619849,0.018884538
NM_001036498.3,0,1,0.001098722,2.30E-05,0,435.0242063
NM_001036556.2,0,1,242.7170956,11567.0762,115.660762,0
NM_001036581.1,0,1,200.1770116,9531.548461,95.30548461,0
NM_001036599.2,0,1,176.073915,8378.22395,83.7722395,0
NM_001036610.1,0,1,398.7564257,19033.5021,190.325021,0
NM_001036614.1,0,1,178.7299036,8505.312051,85.04312051,0
NM_001036625.1,0,1,0.002572559,5.39E-05,0,185.5216966
NM_001036714.5,0,1,17.77771323,17.92778531,938.9904297,52.36682254
NM_001036798.1,0,1,1911.74033,91429.23848,914.2823848,0
NM_001036843.1,0,1,0.005950209,0.000125081,0,79.93824732
NM_001036892.1,0,1,362.3386046,381.7826008,3323.915131,8.696329528
NM_001036971.2,0,1,207.0383154,9859.859387,98.58859387,0
NM_001036978.2,0,1,204.6700589,9746.539164,97.45539164,0
NM_001037039.2,0,1,0.062332325,0.060071131,11.66033321,194.2652375
NM_001037091.1,0,1,170.7793111,570.7936306,113.4896736,0.188845375
NM_001083974.2,0,1,154.0734762,7325.510852,73.24510852,0
NM_001084019.1,0,1,0.005537951,0.000116368,0,85.92464571
NM_001084053.1,0,1,0.0157914,0.015763362,259.2279528,16445.59006
NM_001084066.1,0,1,219.3222627,10447.64185,104.4664185,0
NM_001084071.1,0,1,0.001988255,4.16E-05,0,240.1829904
NM_001084086.1,0,1,8.206060136,8.26980391,437.977366,52.9522432
NM_001084122.1,0,1,218.7467985,10420.1061,104.191061,0
NM_001084175.1,0,1,0.003155284,6.61E-05,0,151.1707228
NM_001084364.2,0,1,0.003531262,7.41E-05,0,135.0244433
NM_001084371.1,0,1,182.0720226,8665.231244,86.64231244,0
NM_001084389.1,0,1,0.005070299,0.000106492,0,93.89392055
NM_001084394.1,0,1,303.7384336,14486.92531,144.8592531,0
